phenotype	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis
log_IGF1	IGF-1	biological measures	30770	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	418326	226012	192314	407161	219453	187708	6178	934	8364	2560	398797	1493	NA	NA	NA	NA	NA	NA	biomarkers-30770-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30770-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30770-both_sexes-irnt.tsv.bgz	2377648437	IGF-1	FALSE	IGF-1	TRUE
log_impedance	Impedance of whole body	physical measures	23106	Body composition estimation by impedance measurement. Impedance of whole body. is Range 150 - 1200ohms in 1ohm increments.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	433423	234575	198834	428265	231548	196705	6458	962	8654	2661	413153	1535	NA	NA	NA	NA	NA	NA	continuous-23106-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23106-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23106-both_sexes-irnt.tsv.bgz	2375384463	Impedance of whole body	FALSE	Impedance	TRUE
log_leukocyte	White blood cell (leukocyte) count	biological measures	30000	Result of "White Blood Cell Count" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. White blood count is the number of leukocytes.   Analyser operating range was 0 to 9x10^11 cells/Litre.   Typical reference range is 3.5x10^9 to 9.6x10^9 cells/Litre.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427933	230838	197093	416522	224155	192367	6281	950	8532	2632	407990	1548	NA	NA	NA	NA	NA	NA	continuous-30000-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30000-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30000-both_sexes-irnt.tsv.bgz	2378252750	White blood cell (leukocyte) count	FALSE	WBC count	TRUE
log_lipoA	Lipoprotein A	biological measures	30790	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6		0	335796	182043	153753	NA	NA	NA	5140	773	7400	2279	318922	1282	NA	NA	NA	NA	NA	NA	biomarkers-30790-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30790-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30790-both_sexes-irnt.tsv.bgz	2076464764	Lipoprotein A	FALSE	Lipoprotein A	TRUE
log_log_gammaGT	Gamma glutamyltransferase	biological measures	30730	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	420390	227173	193217	410671	221219	189452	6212	938	8422	2569	400751	1498	NA	NA	NA	NA	NA	NA	biomarkers-30730-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30730-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30730-both_sexes-irnt.tsv.bgz	2388982940	Gamma glutamyltransferase	FALSE	Gamma GT	TRUE
log_lymphocyte	Lymphocyte count	biological measures	30120	Result of "Lymphocytes Number" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocyte count is the proportion of ( lymphoctyes / 100 ) x white blood cell count		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427154	230434	196718	417313	224419	192892	6262	949	8502	2630	407265	1546	NA	NA	NA	NA	NA	NA	continuous-30120-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30120-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30120-both_sexes-irnt.tsv.bgz	2390587890	Lymphocyte count	FALSE	Lymphocyte count	TRUE
log_mean_carotid_IMT	Mean carotid IMT (intima-medial thickness) at 120/150/210/240 degrees	physical measures	22671	Mean carotid IMT at 120 degrees (on right side).		NA	AFR,CSA,EAS,EUR	4		0	22992	11877	11115	NA	NA	NA	108	NA	239	109	22536	NA	NA	NA	NA	NA	NA	NA	continuous-22671-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22671-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22671-both_sexes-irnt.tsv.bgz	1323367117	Mean carotid IMT (intima-medial thickness) at 120 degrees	TRUE	carotid IMT	TRUE
log_microalbumin_urine	Microalbumin in urine	biological measures	30500	Measured by immunoturbidimetric analysis on a Beckman Coulter AU5400.		NA	AFR,AMR,CSA,EAS,EUR,MID	6		0	134651	64889	69759	NA	NA	NA	3036	324	3085	826	126730	650	NA	NA	NA	NA	NA	NA	continuous-30500-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30500-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30500-both_sexes-irnt.tsv.bgz	2038961897	Microalbumin in urine	FALSE	Microalbumin (urine)	TRUE
log_monocyte	Monocyte count	biological measures	30130	Result of "Monocytes Number" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Monocyte count is the proportion of ( monoctyes / 100 ) x white blood cell count.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427154	230434	196718	415767	223763	192004	6262	949	8502	2630	407265	1546	NA	NA	NA	NA	NA	NA	continuous-30130-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30130-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30130-both_sexes-irnt.tsv.bgz	2379570432	Monocyte count	FALSE	Monocyte count	TRUE
log_neutrophil	Neutrophil count	biological measures	30140	Result of "Neutrophils Number" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils count is the proportion of ( neutrophils / 100 ) x white blood cell count.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427154	230434	196718	415767	223763	192004	6262	949	8502	2630	407265	1546	NA	NA	NA	NA	NA	NA	continuous-30140-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30140-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30140-both_sexes-irnt.tsv.bgz	2378314405	Neutrophill count	TRUE	Neutrophil count	TRUE
log_platelet	Platelet count	biological measures	30080	Result of "Platelet Count" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet count is the number of thrombocytes derived from the platelet histogram.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	427935	230838	197095	422805	227835	194970	6281	950	8532	2632	407992	1548	NA	NA	NA	NA	NA	NA	continuous-30080-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30080-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30080-both_sexes-irnt.tsv.bgz	2378248073	Platelet count	FALSE	Platelet count	TRUE
log_platelet_crit	Platelet crit	biological measures	30090	Result of "Platelet Crit" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Crit is a computed value that represents the platelet packed cell volume.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427931	230836	197093	416520	224153	192367	6281	950	8532	2632	407988	1548	NA	NA	NA	NA	NA	NA	continuous-30090-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30090-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30090-both_sexes-irnt.tsv.bgz	2379436752	Platelet crit	FALSE	Platelet crit	TRUE
log_platelet_volume	Mean platelet (thrombocyte) volume	biological measures	30100	Result of "Mean Platelet Volume" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Platelet Volume is the average volume of individual platelets derived from the platelet histogram.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	427930	230835	197093	422800	227832	194968	6281	950	8532	2632	407987	1548	NA	NA	NA	NA	NA	NA	continuous-30100-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30100-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30100-both_sexes-irnt.tsv.bgz	2379426367	Mean platelet (thrombocyte) volume	FALSE	Platelet volume	TRUE
log_platelet_width	Platelet distribution width	biological measures	30110	Result of "Platelet Distribution Width" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Distribution Width is the coefficient of variation of platelet size.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427930	230835	197093	416519	224152	192367	6281	950	8532	2632	407987	1548	NA	NA	NA	NA	NA	NA	continuous-30110-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30110-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30110-both_sexes-irnt.tsv.bgz	2380647684	Platelet distribution width	FALSE	Platelet distribution width	TRUE
log_potassium_urine	Potassium in urine	biological measures	30520	Measured by ISE (ion selective electrode) analysis on a Beckman Coulter AU5400.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427508	230515	196979	417578	224443	193121	6375	938	8456	2617	407598	1524	NA	NA	NA	NA	NA	NA	continuous-30520-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30520-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30520-both_sexes-irnt.tsv.bgz	2389965749	Potassium in urine	FALSE	Potassium (urine)	TRUE
log_pulse_rate	Pulse rate, automated reading	physical measures	102	This is the pulse rate measured during the automated blood pressure readings.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	416959	225161	191786	405308	218306	186992	6551	959	8641	2600	396667	1541	NA	NA	NA	NA	NA	NA	continuous-102-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-102-both_sexes-irnt.tsv.bgz	2379237307	Pulse rate, automated reading	FALSE	Pulse rate	TRUE
log_reticulocyte	Reticulocyte count	biological measures	30250	Result of "Reticulocytes Number" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Reticulocytes count is computed from the reticulocyte per cent multiplied by the red blood cell count.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EAS,EUR	4	420794	226909	193883	418350	225669	192681	6108	926	8315	2582	401345	1518	NA	NA	NA	NA	NA	NA	continuous-30250-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30250-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30250-both_sexes-irnt.tsv.bgz	2368921677	Reticulocyte count	FALSE	Reticulocyte count	TRUE
log_rheumatoid_factor	Rheumatoid factor	biological measures	30820	NA		NA	AFR,AMR,CSA,EUR,MID	5		0	37017	20677	16340	NA	NA	NA	467	69	720	NA	35667	94	NA	NA	NA	NA	NA	NA	biomarkers-30820-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30820-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30820-both_sexes-irnt.tsv.bgz	1682178771	Rheumatoid factor	FALSE	Rheumatoid factor	FALSE
log_SHBG	Sex hormone binding globulin (SHBG)	biological measures	30830	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	381526	204354	177172	372641	198951	173690	5709	849	7643	2327	363650	1348	NA	NA	NA	NA	NA	NA	biomarkers-30830-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30830-both_sexes-irnt.tsv.bgz	2380784638	SHBG	TRUE	SHBG	TRUE
log_sleep	Sleep duration	lifestyle and environment	1160	ACE touchscreen question "About how many hours sleep do you get in every 24 hours? (please include naps)" The following checks were performed:  If answer   If answer > 23 then rejected  If answer   If answer > 12 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you spend sleeping varies a lot, give the average time for a 24 hour day in the last 4 weeks.		NA	AFR,AMR,EAS,EUR,MID	5	EUR,MID	2	429528	232661	196854	419556	226544	192999	6382	959	NA	2631	418009	1547	NA	NA	NA	NA	NA	NA	continuous-1160-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1160-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1160-both_sexes.tsv.bgz	2121213809	Sleep duration	FALSE	Sleep duration	TRUE
log_triglycerides	Triglycerides	biological measures	30870	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	420271	227138	193133	415265	224196	191069	6211	937	8415	2570	400639	1499	NA	NA	NA	NA	NA	NA	biomarkers-30870-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz	2376332992	Triglycerides	FALSE	Triglycerides	TRUE
log_urea	Urea	biological measures	30670	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6		0	420326	227123	193203	NA	NA	NA	6213	938	8422	2569	400687	1497	NA	NA	NA	NA	NA	NA	biomarkers-30670-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30670-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30670-both_sexes-irnt.tsv.bgz	2083465623	Urea	FALSE	Urea	TRUE
log_ventricular_rate	Ventricular rate	physical measures	12336	Ventricular rate during ECG measurement.		NA	AFR,CSA,EAS,EUR	4		0	33330	17082	16248	NA	NA	NA	196	NA	370	167	32597	NA	NA	NA	NA	NA	NA	NA	continuous-12336-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12336-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12336-both_sexes-irnt.tsv.bgz	1407447330	Ventricular rate	FALSE	Ventricular rate	TRUE
log_vitaminD	Vitamin D	biological measures	30890	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	401516	214273	187243	398140	212065	186075	6046	892	7380	2484	383324	1390	NA	NA	NA	NA	NA	NA	biomarkers-30890-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz	2335565430	Vitamin D	FALSE	Vitamin D	TRUE
log_waist_circ	Waist circumference	physical measures	48	Waist circumference		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	440409	238099	202296	436736	235686	201036	6570	975	8783	2698	419807	1576	NA	NA	NA	NA	NA	NA	continuous-48-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-48-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-48-both_sexes-irnt.tsv.bgz	2339449122	Waist circumference	FALSE	Waist circumference	TRUE
log_water_mass	Whole body water mass	physical measures	23102	Body composition estimation by impedance measurement. Body water mass Units in Kg. Increments in 0.1 Kg.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	433465	234611	198840	429841	232237	197590	6458	962	8658	2662	413190	1535	NA	NA	NA	NA	NA	NA	continuous-23102-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23102-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23102-both_sexes-irnt.tsv.bgz	2336589349	Whole body water mass	FALSE	Water mass	TRUE
lymphocyte_perc	Lymphocyte percentage	biological measures	30180	Result of "Lymphocytes Percentage" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocytes (Percentage) is calculated as the proportion of lymphocytes in the leukocytes.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427171	230437	196720	417330	224422	192894	6262	949	8502	2630	407282	1546	NA	NA	NA	NA	NA	NA	continuous-30180-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30180-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30180-both_sexes-irnt.tsv.bgz	2390905074	Lymphocyte percentage	FALSE	Lymphocyte %	TRUE
MCH	Mean corpuscular haemoglobin	biological measures	30050	Result of "Mean Corpuscular Haemoglobin" assay, performed on blood sample, obtained from UK Biobank assessment centre visit.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427935	230839	197094	416524	224156	192368	6281	950	8532	2632	407992	1548	NA	NA	NA	NA	NA	NA	continuous-30050-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30050-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30050-both_sexes-irnt.tsv.bgz	2380579062	Mean corpuscular haemoglobin	FALSE	MCH	TRUE
MCV	Mean corpuscular volume	biological measures	30040	Result of "Mean Corpuscular Volume" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Corpuscular Haemoglobin Concentration (pg) is the weight of hemoglobin in the average erythrocyte, computed by the formula: MCH = (hemoglobin/red blood cells) x 10.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	427936	230840	197094	416525	224157	192368	6281	950	8532	2632	407993	1548	NA	NA	NA	NA	NA	NA	continuous-30040-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30040-both_sexes-irnt.tsv.bgz	2380694527	Mean corpuscular volume	FALSE	MCV	TRUE
monocyte_perc	Monocyte percentage	biological measures	30190	Result of "Monocytes Percentage" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Monocytes (percentage) is calculated as the proportion of monocytes in the leukocytes.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427159	230437	196720	417318	224422	192894	6262	949	8502	2630	407270	1546	NA	NA	NA	NA	NA	NA	continuous-30190-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30190-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30190-both_sexes-irnt.tsv.bgz	2391048810	Monocyte percentage	FALSE	Monocyte %	TRUE
more_evening	Morning/evening person (chronotype)	lifestyle and environment	1180	ACE touchscreen question "Do you consider yourself to be?" If the participant activated the Help button they were shown the message:     If this varies a lot, answer this question in relation to the last 4 weeks.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	393054	217660	175381	382907	211554	171341	5561	884	7517	2343	375390	1359	NA	NA	NA	NA	NA	NA	continuous-1180-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1180-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1180-both_sexes.tsv.bgz	2371657589	Morning/evening person (chronotype)	FALSE	Chronotype	TRUE
more_sunscreen	Use of sun/uv protection	lifestyle and environment	2267	ACE touchscreen question "Do you wear sun protection (e.g. sunscreen lotion, hat) when you spend time outdoors in the summer?" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,EUR,MID	3	437008	236230	200764	425297	230150	195133	6285	949	8190	2572	417485	1527	NA	NA	NA	NA	NA	NA	continuous-2267-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2267-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2267-both_sexes.tsv.bgz	2362960093	Use of sun/uv protection	FALSE	Sunscreen use	TRUE
myopia	Myopia diagnosis	physical measures	367.1	NA		NA	EUR	1		0	1758	972	786	NA	NA	NA	NA	NA	NA	NA	1758	NA	NA	NA	NA	NA	416775	NA	phecode-367.1-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-367.1-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-367.1-both_sexes.tsv.bgz	552500480	Myopia	TRUE	Myopia	TRUE
narcolepsy	Daytime dozing / sleeping (narcolepsy)	physical measures	1220	ACE touchscreen question "How likely are you to doze off or fall asleep during the daytime when you don't mean to? (e.g. when working, reading or driving)" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	438682	237312	201357	427251	230551	196688	6399	942	8377	2582	418874	1508	NA	NA	NA	NA	NA	NA	continuous-1220-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1220-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1220-both_sexes.tsv.bgz	2374342277	Daytime dozing / sleeping (narcolepsy)	FALSE	Narcolepsy	TRUE
neuroticism	Neuroticism score	psychiatric disorders	20127	This is an externally derived summary score of neuroticism, based on 12 neurotic behaviour domains as reported from fields 1920, 1930, 1940, 1950, 1960, 1970, 1980, 1990, 2000, 2010, 2020 and 2030 from the touchscreen questionnaire at baseline. Participants were assessed for twelve domains of neurotic behaviours via the touchscreen questionnaire. Questions included:    Does your mood often go up and down?   Do you ever feel 'just miserable' for no reason?   Are you an irritable person?   Are your feelings easily hurt?   Do you often feel 'fed-up'?   Would you call yourself a nervous person?   Are you a worrier?   Would you call yourself tense or 'highly strung'?   Do you worry too long after an embarrassing experience?   Do you suffer from 'nerves'?   Do you often feel lonely?   Are you often troubled by feelings of guilt?   Participants could answer Yes, No, Do not know or Prefer not to answer.   This field summarises the number of Yes answers across these twelve questions into a single integer score for each participant.   This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	354517	188996	165512	346633	184342	162283	4537	707	5394	1670	341239	970	NA	NA	NA	NA	NA	NA	continuous-20127-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20127-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20127-both_sexes-irnt.tsv.bgz	2354369660	Neuroticism score	FALSE	Neuroticism	TRUE
neutrophil_perc	Neutrophil percentage	biological measures	30200	Result of "Neutrophils Percentage" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils (Percentage) is calculated as the proportion of neutrophils in the leukocytes.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427171	230437	196720	417330	224422	192894	6262	949	8502	2630	407282	1546	NA	NA	NA	NA	NA	NA	continuous-30200-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30200-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30200-both_sexes-irnt.tsv.bgz	2391000072	Neutrophill percentage	TRUE	Neutrophil %	TRUE
no_sex	Age first had sexual intercourse	lifestyle and environment	2139	ACE touchscreen question "What was your age when you first had sexual intercourse? (Sexual intercourse includes vaginal, oral or anal intercourse)" The following checks were performed:  If answer   If answer > Participants age then rejected  If answer    If the participant activated the Help button they were shown the message:     Sexual intercourse includes vaginal, oral or anal intercourse. If you are unsure, please provide an estimate or select Do not know.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	383967	206487	177469	375489	201598	173881	4825	832	5424	1711	370065	1110	NA	NA	NA	NA	NA	NA	continuous-2139-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2139-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2139-both_sexes-irnt.tsv.bgz	2360474818	Age first had sexual intercourse	FALSE	Virgin	FALSE
phosphate	Phosphate	biological measures	30810	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	384475	206264	178211	374169	200249	173920	5750	854	7685	2342	366484	1360	NA	NA	NA	NA	NA	NA	biomarkers-30810-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz	2371409873	Phosphate	FALSE	Phosphate	TRUE
