prive_code	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis	N	N_case	N_control	ldsc_int	ldsc_int_se	ldsc_h2	ldsc_h2_se	ldpred2_n_keep	ldpred2_h2	ldpred2_p	PGS_trait_type	GWAS_trait_type	prevalence	N_total	group_consolidated	Nsize_Caribbean	Nsize_China	Nsize_India	Nsize_Iran	Nsize_Italy	Nsize_Nigeria	Nsize_Poland	Nsize_United	pcor_Caribbean	pcor_China	pcor_India	pcor_Iran	pcor_Italy	pcor_Nigeria	pcor_Poland	pcor_United	inf_Caribbean	inf_China	inf_India	inf_Iran	inf_Italy	inf_Nigeria	inf_Poland	inf_United	sup_Caribbean	sup_China	sup_India	sup_Iran	sup_Italy	sup_Nigeria	sup_Poland	sup_United	PGS_R2_Caribbean	PGS_R2_China	PGS_R2_India	PGS_R2_Iran	PGS_R2_Italy	PGS_R2_Nigeria	PGS_R2_Poland	PGS_R2_United	cMperMb	n_sig_SNPs	gini_panUKB	beta_pop	gini_meta	gini_AFR	gini_CSA	gini_EUR	gini_AMR	gini_EAS	gini_meta_hq	portability_index	portability_index_SE	portability_index_P	log_F	traitLD_unadj_EUR	traitLD_adj_EUR	traitLD_unadj_AFR	traitLD_adj_AFR	traitLD_unadj_AMR	traitLD_adj_AMR	traitLD_unadj_CSA	traitLD_adj_CSA	traitLD_unadj_EAS	traitLD_adj_EAS	traitLD_unadj_mean	traitLD_unadj_sd	traitLD_unadj_max	traitLD_unadj_min	traitLD_unadj_range	traitLD_unadj_ratio	traitLD_unadj_CoV
apoA	Apolipoprotein A	biological measures	30630				AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	382929	204746	178183	374026	199335	174691	5732	846	7679	2325	364987	1360							biomarkers-30630-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30630-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30630-both_sexes-irnt.tsv.bgz	2381118457	Apolipoprotein A	FALSE	Apolipoprotein A	TRUE	339421			1.08	0.0175	0.234	0.0397	29	0.223	0.00519	quantitative	quantitative		339421	biological measures	2151	1543	5470	1033	5765	3389	3563	17339	0.2555	0.35	0.3639	0.3636	0.4138	0.2218	0.4163	0.4103	0.2154	0.3051	0.3406	0.3089	0.3921	0.1894	0.3887	0.3978	0.2948	0.3933	0.3867	0.4158	0.435	0.2536	0.4432	0.4226	0.06528025	0.1225	0.13242321	0.13220496	0.17123044	0.04919524	0.17330569	0.16834609		7209	0.452639973284187	meta2use_WC	0.451504154634833	0.593228390904097	0.47390046076576	0.431658044135969	0.463514647475381	0.510044663841502	0.452639973284187	-0.00140424279401226	0.000163491327739903	5.77495204944245e-05	1.56037304006288	167.219073553573	-0.302852874064372	103.899909957581	-0.622318096270412	138.921349371707	-0.532513145782172	125.817065060515	-0.396542537061623	143.309875364286	-0.544789562031558	135.833454661533	23.2946794971552	167.219073553573	103.899909957581	63.319163595992	1.60942462435091	0.17149441980402
apoB	Apolipoprotein B	biological measures	30640				AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	418505	226483	192022	408851	220566	188285	6169	932	8352	2553	399003	1496							biomarkers-30640-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30640-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30640-both_sexes-irnt.tsv.bgz	2389221510	Apolipoprotein B	FALSE	Apolipoprotein B	TRUE	371135			1.06	0.0189	0.142	0.0374	29	0.163	0.00132	quantitative	quantitative		371135	biological measures	2325	1705	5953	1115	6296	3626	3935	18910	0.3326	0.3064	0.2716	0.3471	0.3644	0.2588	0.3999	0.3928	0.2958	0.2625	0.2479	0.2939	0.3428	0.2281	0.3732	0.3807	0.3684	0.349	0.295	0.3981	0.3857	0.289	0.4258	0.4048	0.11062276	0.09388096	0.07376656	0.12047841	0.13278736	0.06697744	0.15992001	0.15429184		4598	0.627948724850852	meta2use_WC	0.62645705744067	0.740638496268483	0.618614125737395	0.627913911872513	0.627042463022531	0.655233456166167	0.627948724850852	-0.00122227368112775	0.000226409424927669	0.00101009560326718	2.80246763758811	72.7811541864636	-0.538100425893492	63.4495565830526	-0.940781779882917	82.3616265948016	-0.903380582324665	69.4043304890316	-0.887527905325893	74.7695771523494	-1.09323992168263	72.5532490011398	6.96349814579972	82.3616265948016	63.4495565830526	18.912070011749	1.29806465214606	0.095977757601046
bad_hearing	Hearing difficulty/problems	physical measures	2247	"ACE touchscreen question ""Do you have any difficulty with your hearing?"" The option to identify oneself as completely deaf was added in 2009 alongside the introduction of the speech-in-noise test."	1	Yes	AFR,AMR,CSA,EAS,EUR,MID	6	""	0	109047	48661	60384				713	161	1551	328	106042	252	5526	739	6663	2161	297576	1223	categorical-2247-both_sexes-1.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2247-both_sexes-1.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-2247-both_sexes-1.tsv.bgz	2485114797	Hearing difficulty/problems	FALSE	Hearing problems	TRUE		98445	276889	0.998	0.00786	0.0833	0.00395	22	0.0791	0.0137	binary	binary	0.262286390255079	375334	physical measures	2325	1684	5858	1089	6265	3691	3907	19161	0.0133	0.0734	0.0738	0.0251	0.0537	0.011	0.0758	0.0921	-0.0275	0.0254	0.0482	-0.0349	0.0289	-0.0213	0.0445	0.0781	0.0541	0.121	0.0993	0.0849	0.0784	0.0434	0.107	0.1062	0.00017689	0.00538756	0.00544644	0.00063001	0.00288369	0.000121	0.00574564	0.00848241		477	0.884650381174208	meta2use_WC	0.884650381174208	0.914434528283607	0.77558922491479	0.708196826784933	0.766279920424985	0.794290876702861		-0.00232041468347616	0.000540577380258052	0.00359972473271267	1.62869761474763	254.345205644063	0.249613077429425	72.0224940757344	0.183297850270017	263.596040500742	0.183264648969678	160.192235335214	0.23259657609926	209.646018597913	-0.00769002972447821	191.960398830733	78.6298728761162	263.596040500742	72.0224940757344	191.573546425007	3.65991269649119	0.409615073499876
birth_weight	Birth weight	physical measures	20022	Participants were asked to enter their own birth-weight.  The weight could be entered either in Kg or in Imperial pounds+ounces. Values entered as Imperial units are held in ~F121~ and ~F122~, and their values have been converted into Kg and incorporated into this field.   This question was dropped from the touchscreen protocol on 24/10/2016.			AFR,AMR,CSA,EAS,EUR,MID	6	""	0	245564	149330	96226				1780	423	2177	1003	239716	465							continuous-20022-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20022-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20022-both_sexes-irnt.tsv.bgz	2032082435	Birth weight	FALSE	Birth weight	TRUE	220940			1.03	0.0114	0.11	0.00571	25	0.113	0.00816	quantitative	quantitative		220940	physical measures	840	714	1505	303	3422	791	2139	11255	0.0983	0.1533	0.1064	0.1653	0.1639	0.1149	0.1447	0.1913	0.03	0.0798	0.0559	0.0496	0.131	0.0447	0.1027	0.1734	0.1656	0.2251	0.1565	0.2766	0.1964	0.1841	0.1861	0.209	0.00966289	0.02350089	0.01132096	0.02732409	0.02686321	0.01320201	0.02093809	0.03659569		1484	0.451849156630555	meta2use_WC	0.451009255615187	0.660712941398674	0.478535791989549	0.285338856804511	0.36252951234214	0.433276295508494	0.451849156630555	-0.00174190387423379	0.000347337048504667	0.00153903520434291	2.15865107937863	142.410658184262	-0.152209735544869	100.117481138531	0.0668557539624237	145.067337169591	-0.22319603943349	121.719675165402	0.0728542242866978	141.499633030623	-0.26167640253775	130.162956937681	19.2008240958724	145.067337169591	100.117481138531	44.9498560310602	1.44897110394601	0.147513736224241
calcium	Calcium	biological measures	30680				AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	385066	206581	178485	374747	200556	174191	5758	856	7697	2344	367050	1361							biomarkers-30680-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30680-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30680-both_sexes-irnt.tsv.bgz	2371776095	Calcium	FALSE	Calcium	TRUE	341362			1.06	0.0138	0.121	0.0116	28	0.123	0.00488	quantitative	quantitative		341362	biological measures	2161	1563	5484	1035	5801	3403	3592	17443	0.1173	0.2155	0.241	0.2261	0.252	0.1184	0.2822	0.2668	0.0753	0.1674	0.2159	0.1669	0.2277	0.085	0.2517	0.2529	0.1589	0.2626	0.2658	0.2837	0.276	0.1515	0.3121	0.2805	0.01375929	0.04644025	0.058081	0.05112121	0.063504	0.01401856	0.07963684	0.07118224		3649	0.362052466990429	meta2use_WC	0.360582739976489	0.457982914945333	0.410438524191034	0.362125891539774	0.393867957800338	0.43710527677939	0.362052466990429	-0.00170482892836686	0.000211929261127411	8.79876417670324e-05	1.83624262096031	135.305189541042	-0.0378023288973095	114.69482481797	-0.214904709731837	140.522198845651	-0.165057406191817	128.434708790452	-0.165032180467907	144.059785377339	-0.169888369605531	132.603341474491	11.6119642958237	144.059785377339	114.69482481797	29.364960559369	1.25602690100424	0.087569168066987
cholesterol	Cholesterol	biological measures	30690				AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	420607	227266	193341	409385	220671	188714	6212	938	8422	2572	400963	1500							biomarkers-30690-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30690-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30690-both_sexes-irnt.tsv.bgz	2378019333	Cholesterol	FALSE	Cholesterol	TRUE	372967			1.05	0.0207	0.124	0.0158	29	0.127	0.00207	quantitative	quantitative		372967	biological measures	2343	1717	6001	1126	6326	3656	3952	19002	0.2749	0.2781	0.2092	0.2914	0.3093	0.203	0.343	0.3271	0.2369	0.2336	0.1848	0.2365	0.2868	0.1716	0.3152	0.3143	0.3121	0.3215	0.2333	0.3444	0.3314	0.234	0.3703	0.3397	0.07557001	0.07733961	0.04376464	0.08491396	0.09566649	0.041209	0.117649	0.10699441		4523	0.487999508341462	meta2use_WC	0.487934152353059	0.531660478368893	0.46723838619208	0.48933077208853	0.477745747065476	0.504738362002144	0.487999508341462	-0.00119912154696263	0.000277120783854921	0.00345018634176803	2.65049593182249	180.283137296124	-0.224972536630628	132.498505959252	-0.507075187083065	155.395543518824	-0.484434691493592	148.44565289593	-0.335160623571502	150.731135107166	-0.590676172806286	153.470794955459	17.2858399663455	180.283137296124	132.498505959252	47.7846313368721	1.36064279359925	0.112632764894208
darker_skin0	Skin colour	physical measures	1717	"ACE touchscreen question ""What best describes the colour of your skin without tanning?""  If the participant activated the Help button they were shown the message:        If you are unsure, please provide an estimate or select Do not know.           This question was dropped from the touchscreen protocol on 24/10/2016."			AFR,CSA,EAS,EUR,MID	5	CSA,EUR,MID	3	434685	235578	199106	424993	229634	195358	6429		8483	2332	415018	1492							continuous-1717-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1717-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1717-both_sexes.tsv.bgz	2205125005	Skin colour	FALSE	Skin color	TRUE	386014			1.06	0.0137	0.153	0.0448	30	0.153	0.00101	quantitative	quantitative		386014	physical measures	2401	1506	6068	1058	6521	3778	4029	19738	0.0775	0.0091	0.1171	0.2918	0.326	0.0247	0.3235	0.387	0.0374	-0.0418	0.0921	0.2352	0.3041	-0.0073	0.2955	0.375	0.1173	0.0599	0.1418	0.3465	0.3476	0.0567	0.3509	0.3988	0.00600625	8.281e-05	0.01371241	0.08514724	0.106276	0.00061009	0.10465225	0.149769		4059	0.540676288991333	meta2use_WC	0.528857497901347	0.781984368665741	0.743911553732534	0.553235414011663	0.724189506283303	0.860190899595826	0.540676288991333	-0.00278733233418746	0.000320126674521494	5.28774903897774e-05	3.70816582033249	136.58179189872	0.138046615487375	88.2957505290386	-0.414847128004065	146.083903195298	0.413704108031646	91.8969378970896	-0.18610698430827	58.5539870961673	-1.05196255178871	104.282474123263	36.3685192367642	146.083903195298	58.5539870961673	87.5299160991305	2.49485834253053	0.348750061240169
depressed_for_1w	Ever depressed for a whole week	psychiatric disorders	4598	"ACE touchscreen question ""Looking back over your life, have you ever had a time when you were feeling depressed or down for at least a whole week?""  Question was introduced part way through fieldwork in April 2009."	4598		AFR,AMR,CSA,EAS,EUR,MID	6	""	0	77702	46641	31056				1738	219	2114	458	72832	341	1963	201	2995	661	62800	324	categorical-4598-both_sexes-4598.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-4598-both_sexes-4598.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-4598-both_sexes-4598.tsv.bgz	2454492968	Ever depressed for a whole week	FALSE	Weeklong depression	TRUE		68235	58736	0.987	0.00725	0.105	0.00791	20	0.0916	0.0116	binary	binary	0.537406179363792	126971	lifestyle/psychological	1457	751	3525	505	2506	2067	1519	6445	0.0344	0	0.026	0.0058	0.0432	0	0	0.0769	-0.0173	-0.1003	-0.0071	-0.0833	0.0039	-0.0742	-0.0525	0.0526	0.086	0.0446	0.0591	0.0947	0.0824	0.0123	0.0488	0.1012	0.00118336	0	0.000676	3.364e-05	0.00186624	0	0	0.00591361		220	0.914883242933741	meta2use_WC	0.914883242933741	0.941630181420183	0.93382291315505	0.900669125608142	0.89932037719723	0.956663384455374		-0.00290472362148799	0.000730977027509735	0.00536650429947678	2.50265200149869	697.689699835493	1.30522289393062	77.8692165052456	-0.215607308223075	332.862091837632	0.948312079221427	262.573038854221	0.479327564950494	306.547230015799	0.66533916606585	335.508255409678	225.67596351931	697.689699835493	77.8692165052456	619.820483330247	8.95976267834277	0.672639077818649
depression_feelings	Recent feelings of depression	psychiatric disorders	20510	"Question asked: ""Over the last 2 weeks, how often have you been bothered by any of the following problems? [depressive symptoms] Feeling down, depressed, or hopeless"""			AFR,AMR,EAS,EUR	4	""	0	137939	77685	60251				931	252		590	135888								continuous-20510-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20510-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20510-both_sexes.tsv.bgz	1525538671	Recent feelings of depression	FALSE	Recent depression	TRUE		28264	98336	1.01	0.00743	0.0769	0.00859	20	0.0795	0.0115	binary	quantitative	0.223254344391785	126600	lifestyle/psychological	371	424	813	201	2249	510	1240	6438	0	0.0145	0.0462	0.0872	0.0308	0.0197	0	0.0302	-0.121	-0.0832	-0.0235	-0.0594	-0.0107	-0.069	-0.0621	0.0058	0.0883	0.1119	0.1155	0.2301	0.0723	0.1081	0.0502	0.0546	0	0.00021025	0.00213444	0.00760384	0.00094864	0.00038809	0	0.00091204		746	0.805312457022922	meta2use_WC	0.805312457022922	0.731200702321596	0.9939246990288	0.695848429763356	0.793884538053185	0.980067049089491		0	0.00416165965956567	0.987551081669764	2.24309716655486	44.4881920917872	-0.332441186169364	66.230482395055	0.25760302889881	60.4474874824381	-0.248151501290839	33.2664583017493	0.28525109064559	16.9970827648599	-0.87926489751675	44.2859406071779	20.0556112469929	66.230482395055	16.9970827648599	49.2333996301951	3.89657939019872	0.452866326694714
diastolic_BP	Diastolic blood pressure, automated reading	physical measures	4079	Blood pressure, automated reading, diastolic. Two measures of blood pressure were taken a few moments apart.  Range returned by the Omron device is is 0-255			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	416959	225161	191786	405308	218306	186992	6551	959	8641	2600	396667	1541							continuous-4079-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4079-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4079-both_sexes-irnt.tsv.bgz	2379560850	Diastolic blood pressure, automated reading	FALSE	Diastolic BP	TRUE	365134			1.03	0.015	0.138	0.00461	27	0.139	0.0196	quantitative	quantitative		365134	physical measures	2438	1719	6098	1151	6338	3850	3930	18718	0.1048	0.2437	0.1863	0.1801	0.2168	0.0834	0.2605	0.2491	0.0652	0.1985	0.162	0.1231	0.1932	0.0519	0.231	0.2356	0.144	0.288	0.2105	0.2359	0.2402	0.1148	0.2895	0.2625	0.01098304	0.05938969	0.03470769	0.03243601	0.04700224	0.00695556	0.06786025	0.06205081		3503	0.227564459301603	meta2use_WC	0.227083476167349	0.730912369227407	0.260632180479188	0.202205870066567	0.251047951715497	0.264998322796055	0.227564459301603	-0.00171375008332	0.000399165857199415	0.00359595015870656	1.93772606534675	396.893822041212	0.536242202181678	87.3692641599316	-0.00203040005122874	275.319988995558	0.374817442619826	231.321306649982	0.264701872079751	244.900741693262	0.209341049713724	247.161024707989	110.682259366048	396.893822041212	87.3692641599316	309.524557881281	4.54271677640192	0.447814373228199
drink_alcohol	Alcohol drinker status	lifestyle and environment	20117		2	Current	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	405762	215982	189771	402911	214164	188738	5189	868	4618	1983	392125	979	1355	95	4030	673	27811	580	categorical-20117-both_sexes-2.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20117-both_sexes-2.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20117-both_sexes-2.tsv.bgz	2761045820	Alcohol drinker status	FALSE	Alcohol drinker	TRUE		364703	12145	1.02	0.00836	0.106	0.0112	19	0.114	0.0267	binary	binary	0.967772152167452	376848	lifestyle/psychological	2357	1726	5830	1101	6413	3609	3938	19294	0.0195	0.0204	0.0024	0.0069	0.0217	0.0279	0.0195	0.0209	-0.021	-0.0271	-0.0233	-0.0527	-0.0028	-0.0048	-0.0118	0.0068	0.06	0.0678	0.0281	0.0665	0.0462	0.0606	0.0508	0.035	0.00038025	0.00041616	5.76e-06	4.761e-05	0.00047089	0.00077841	0.00038025	0.00043681		256	0.923283192307224	meta2use_WC	0.920205278452238	0.949220626633665	0.953541637151483	0.918909503003406	0.911052430221464	0.955104161441722	0.923283192307224	0	0.00084606437132163	0.95626017826973	2.56165668392712	110.945761024455	-0.173959110624665	67.3163260951651	-0.288262626917706	170.899174729476	0.260244270875416	55.1493698855265	0.205341579426076	210.829374124343	0.630090889214781	123.028001171793	66.8169331125374	210.829374124343	55.1493698855265	155.680004238816	3.82287911107527	0.543103459993925
ECG_P_duration	P duration	physical measures	12338	P duration during ECG			AFR,EAS,EUR	3	""	0	31207	16204	15003				193			162	30796								continuous-12338-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12338-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12338-both_sexes-irnt.tsv.bgz	1194041456	P duration	FALSE	ECG P duration	TRUE	31995			0.996	0.00705	0.0901	0.0174	16	0.0652	0.000931	quantitative	quantitative		31995	physical measures	76	134	299	49	474	138	310	1622	0.2803	0.2031	0.0714	0	0.0776	0.1764	0.1126	0.0975	0.0188	0.0199	-0.0464	-0.4886	-0.0146	-0.0045	-0.0026	0.0487	0.5059	0.3731	0.1872	0.2303	0.1684	0.3461	0.2249	0.1458	0.07856809	0.04124961	0.00509796	0	0.00602176	0.03111696	0.01267876	0.00950625		115	0.963226466332325	meta2use_WC	0.963226466332325	0.977143847842445	0.957982013550789	0.9386587327151	0.960693261150478	0.960217560795748		0	0.00272020524149669	0.00909889846483529	1.58828126848382	253.29622814518	-0.0201057255710789	125.868145771597	-0.306873921373431	223.043066762664	0.0264699804587899	274.749257711264	-0.0140265721609691	352.991310464898	0.133485815222646	245.989601771121	82.5917337305817	352.991310464898	125.868145771597	227.123164693301	2.80445309097857	0.335752947018584
erythrocyte_width	Red blood cell (erythrocyte) distribution width	biological measures	30070	"Result of ""Red Distribution Width"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Red blood cell Distribution Width is the size distribution spread of the erythrocyte population derived from the red blood cell histogram. It is the coefficient of variation (CV) expressed in % of the red blood cell size distribution."			AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427936	230840	197094	418073	224813	193258	6281	950	8532	2632	407993	1548							continuous-30070-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30070-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30070-both_sexes-irnt.tsv.bgz	2391626548	Red blood cell (erythrocyte) distribution width	FALSE	RBC distribution width	TRUE	378787			1.06	0.0174	0.148	0.0117	29	0.141	0.00307	quantitative	quantitative		378787	biological measures	2328	1757	6035	1144	6422	3680	3996	19392	0.1157	0.2371	0.2435	0.2615	0.2987	0.1241	0.3297	0.3342	0.0753	0.1922	0.2196	0.2062	0.2762	0.092	0.3017	0.3217	0.1558	0.281	0.2671	0.3152	0.3208	0.1558	0.3571	0.3467	0.01338649	0.05621641	0.05929225	0.06838225	0.08922169	0.01540081	0.10870209	0.11168964		8559	0.401947912107833	meta2use_WC	0.400177886677875	0.301180246834037	0.416779743378564	0.338336083839996	0.322202439861249	0.404835165011023	0.401947912107833	-0.00205965891520298	0.000194109941889072	1.44542645019992e-05	1.76749028719478	333.933887145171	0.45226503308104	145.160235546502	0.121552595050254	220.681867843761	0.16284688886408	166.681645017465	0.0272625133778174	183.298865974077	0.0550426574825416	209.951300305395	74.6111994212171	333.933887145171	145.160235546502	188.773651598669	2.3004501603898	0.355373838183844
erythrocyte	Red blood cell (erythrocyte) count	biological measures	30010	"Result of ""Red Blood Cell Count"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Red blood cells is the number of erythrocytes.   Analyser operating range was 0 to 2x10^13 cells/Litre.   Typical reference range is 3.9x10^12 to 5.5x10^12 cells/Litre."			AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR,MID	4	427938	230841	197095	424356	228494	195860	6281	950	8532	2632	407995	1548							continuous-30010-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30010-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30010-both_sexes-irnt.tsv.bgz	2340369007	Red blood cell (erythrocyte) count	FALSE	RBC count	TRUE	379386			1.15	0.0211	0.211	0.0162	29	0.236	0.00916	quantitative	quantitative		379386	biological measures	2342	1762	6078	1153	6437	3711	4001	19422	0.1886	0.2689	0.2916	0.3306	0.3387	0.1298	0.404	0.3987	0.149	0.2247	0.2684	0.2777	0.3169	0.098	0.3776	0.3868	0.2275	0.3119	0.3145	0.3815	0.3602	0.1614	0.4296	0.4105	0.03556996	0.07230721	0.08503056	0.10929636	0.11471769	0.01684804	0.163216	0.15896169		9333	0.539830949515055	meta2use_WC	0.537984357069508	0.771820236397369	0.550628673520326	0.335090941882938	0.475813581524186	0.383742632835457	0.539830949515055	-0.00202704084856175	0.000177603687212003	8.89489642461015e-06	1.96004003092967	363.282863885364	0.197853706117509	126.303818986594	0.194052776966156	224.637892564199	0.0330817428603682	165.532418178514	0.0592066117143772	203.886392599163	-0.0439322909774326	216.728677242767	90.1433878844758	363.282863885364	126.303818986594	236.97904489877	2.87626191195314	0.41592736610256
ever_cannabis	Ever taken cannabis	lifestyle and environment	20453	"Question asked: ""Have you taken CANNABIS (marijuana, grass, hash, ganja, blow, draw, skunk, weed, spliff, dope), even if it was a long time ago?"""			CSA,EUR,MID	3	""	0	137631	77254	60374						1181		136168	282							continuous-20453-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20453-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20453-both_sexes.tsv.bgz	1235029595	Ever taken cannabis	FALSE	Ever taken cannabis	TRUE		15637	99278	1.01	0.00752	0.188	0.0149	20	0.196	0.0174	binary	quantitative	0.136074489840317	114915	lifestyle/psychological	333	405	784	186	2006	482	1104	5865	0.0465	0	0	0.0068	0.0329	0	0.0914	0.071	-0.0647	-0.1447	-0.0787	-0.1456	-0.0111	-0.1145	0.0321	0.0455	0.1565	0.0548	0.0631	0.159	0.0768	0.0679	0.1502	0.0965	0.00216225	0	0	4.624e-05	0.00108241	0	0.00835396	0.005041		714	0.871429102327098	meta2use_WC	0.871429102327098	0.856983008274607	0.913403358498626	0.620490859441972	0.869600097149643	0.973225860113759		-0.00259186090296262	0.000790397477414774	0.0135021865167496	2.54471329814826	211.742898145896	0.210747906237259	93.0971862838787	-0.0746852337251462	85.6743643750462	0.258850723956399	49.6929855466023	0.169745574595047	108.166695487791	0.195333236197041	109.674825967843	60.9689004537704	211.742898145896	49.6929855466023	162.049912599294	4.26102186891796	0.555906060627319
